/guidance/salmonella-get-your-egg-laying-hens-tested,[(15, 0.91001818289128344), (4, 0.044576768770246689), (8, 0.014435333620735253)]
/guidance/animal-by-products-that-can-be-spread-on-land-without-processing,[(16, 0.78428059730337762), (8, 0.11404044684364473), (18, 0.04151436379834015)]
/government/statistics/sheep-and-goats-scrapie-disease-surveillance,[(3, 0.7604021731507804), (0, 0.091899505894759495), (8, 0.077261638843680938)]
/government/statistics/great-britain-poultry-register-statistics,[(1, 0.97624999992777961)]
/government/publications/application-for-veterinary-examination-of-horses-over-147cms-14-2-hands-in-height-including-foals-at-the-foot-of-their-dams,[(12, 0.63999538956287938), (8, 0.13097022588029736), (17, 0.11039053374554038)]
/government/publications/avian-wildlife-casualty-veterinary-examination-certificate,[(19, 0.86964533211077621), (8, 0.095739283215248092)]
/government/statistics/cross-compliance-2013-inspection-results,[(10, 0.81755599730353656), (16, 0.040220994045390673), (1, 0.028585676250260067)]
/government/publications/monitoring-the-humaneness-and-effectiveness-of-badger-culling-in-2014,[(12, 0.34229456348478471), (8, 0.23186642375453065), (17, 0.15149319939215239)]
/government/publications/foot-and-mouth-disease-in-algeria-and-tunisia,[(5, 0.97285714273766233)]
/government/publications/bluetongue-in-greece-and-bulgaria,[(5, 0.97499999991147002)]
/government/publications/vesicular-stomatitis-in-horses-and-cattle-in-the-usa,[(5, 0.49812587745682368), (4, 0.42176793847330979), (3, 0.062759245205225411)]
/government/publications/swine-fever-in-domestic-pigs-and-wild-boar-in-latvia,[(1, 0.651034142969243), (5, 0.19804147913230144), (13, 0.13626920542800641)]
/government/publications/bluetongue-in-greece-and-the-european-situation,[(5, 0.97564102538586217)]
/government/publications/pest-de-petits-ruminants-in-china,[(7, 0.66939962235905015), (5, 0.26537546083397345), (3, 0.051058250081016048)]
/government/publications/foot-and-mouth-disease-in-tunisia,[(5, 0.97564102500309591)]
/government/publications/avian-influenza-in-poultry-and-humans-in-china,[(5, 0.97432432422312165)]
/government/publications/qualitative-risk-assessment-sheep-pox-virus-and-lumpy-skin-disease-virus,[(0, 0.65705176735731374), (5, 0.21725680833175776), (10, 0.11655163930227462)]
/government/news/animal-and-plant-health-agency-launched,[(3, 0.59351745760281094), (8, 0.22780945531150887), (6, 0.079158979149916361)]
/guidance/collecting-and-treating-animal-by-products-at-collection-centres,[(8, 0.9654150041320424)]
/guidance/animal-by-product-processors-how-to-carry-out-a-processing-test,[(7, 0.84840144851188004), (8, 0.059131288898873681), (18, 0.04520212010010824)]
/guidance/using-animal-material-in-home-work-or-community-compost-heaps,[(13, 0.71974977441089816), (8, 0.25089439945269482), (17, 0.012777477801796984)]
/guidance/using-fertilisers-made-from-processed-animal-by-products-on-farms,[(16, 0.52465048291217831), (8, 0.23277251882018116), (0, 0.093955848507148804)]
/guidance/how-to-dispose-of-milk-from-your-farm-or-dairy,[(10, 0.68776329174655004), (8, 0.18427984861185684), (1, 0.048855891820652135)]
/guidance/laboratory-testing-requirements-for-animal-by-products-abps,[(12, 0.82108492540928923), (8, 0.098274585304061884), (17, 0.034462625767195595)]
/guidance/animal-by-products-handling-and-treating-wool-and-hair,[(13, 0.74463031407895974), (8, 0.1506915084961333), (6, 0.046462871717616094)]
/guidance/biodiesel-producers-when-you-can-use-animal-fat-and-cooking-oil,[(6, 0.54143558918780599), (8, 0.30102729451535643), (18, 0.092934382928152925)]
/guidance/making-fertiliser-from-processed-animal-by-products-abps,[(11, 0.76664232783918385), (8, 0.088748508784589161), (0, 0.048872766151598891)]
/government/organisations/animal-and-plant-health-agency/about/about-our-services,[(8, 0.85386331229451196), (3, 0.04313665375497814), (15, 0.042829125330414795)]
/government/publications/inspection-feedback-form,[(3, 0.36512194787629654), (0, 0.31222218972916743), (8, 0.23141062199089513)]
/government/publications/transport-of-animals-undertaking-to-cleanse-and-disinfect-vehicles,[(3, 0.69208132164500813), (8, 0.25166867827746853)]
/government/publications/central-point-recording-centre-for-sheep-application,[(11, 0.80665170436284772), (8, 0.12097118988940753), (17, 0.04215514439568329)]
/guidance/using-leftover-milk-and-milk-products-as-farm-animal-feed,[(19, 0.73108526138614349), (8, 0.11592563210651209), (7, 0.080996144242000079)]
/guidance/how-food-businesses-must-dispose-of-food-and-former-foodstuffs,[(8, 0.48021272553104127), (14, 0.36433404023935617), (17, 0.047549482447188651)]
/government/publications/apha-framework-document,[(8, 0.5480109180446705), (5, 0.20201369620488693), (1, 0.093765634827397068)]
/government/publications/assembly-centre-for-eu-trade-of-livestock-application,[(18, 0.83837209096764986), (8, 0.084525888333470689), (6, 0.057334578807842755)]
/guidance/processing-manure-for-sale-as-fertiliser-in-the-eu,[(0, 0.80131878548332769), (8, 0.12797335993793249), (12, 0.019273598410918514)]
/guidance/handling-and-storing-animal-by-products,[(4, 0.58650413531942303), (8, 0.17199714024974946), (5, 0.055656836084802187)]
/government/publications/meat-chicken-notification,[(8, 0.88714654690182215), (13, 0.070631185260072116), (11, 0.023333378940347031)]
/government/news/new-tb-testing-arrangements-for-england-and-wales-due-in-2015,[(2, 0.57505787306147049), (11, 0.23565002030886964), (8, 0.16133364957117574)]
/government/publications/bluetongue-virus-btv-4-in-greece-bulgaria-and-the-republic-of-macedonia,[(5, 0.97790697613493316)]
/guidance/using-animal-by-products-to-feed-carnivores-at-kennels-and-zoos,[(8, 0.84573504888733131), (10, 0.11990361752479843), (16, 0.0119758377237945)]
/government/publications/tse-testing-of-fallen-stock-approval-application,[(8, 0.43252702309868085), (10, 0.2363109103357407), (18, 0.16944444639553144)]
/government/publications/ahvla-annual-report-and-accounts-2013-to-2014,[(17, 0.6217816040431845), (8, 0.1974340048364055), (5, 0.15717327997677882)]
/government/collections/guidance-for-the-animal-by-product-industry,[(16, 0.72681221671100082), (8, 0.16336992650385618), (14, 0.046815088456336626)]
/government/publications/equine-infectious-anaemia-in-cornwall-and-devon-epidemiology-report,[(7, 0.65339036862368161), (8, 0.18198159279377607), (12, 0.13720868369439221)]
/government/publications/apha-staff-survey-results-2014,[(1, 0.53225337655532146), (8, 0.4477466234154675)]
/government/publications/united-kingdom-animal-transport-certificate-and-contingency-plan-template-for-a-specific-journey,[(13, 0.66558439679938919), (1, 0.19636861498507657), (8, 0.12286841675528817)]
/government/news/avian-flu-outbreak-in-duck-breeding-farm-in-yorkshire,[(18, 0.76574394016256253), (8, 0.078214011570808373), (5, 0.047677358827305331)]
/government/news/apha-announces-new-post-mortem-examination-expert-provider-for-wales,[(11, 0.82534284251435963), (17, 0.042490112085182059), (5, 0.037457144750593765)]
/government/publications/central-point-recording-centres-for-sheep-approved-premises,[(11, 0.81007731834597718), (8, 0.11005582463859316), (6, 0.053603251546000465)]
/government/publications/additional-cph-for-an-officially-tb-free-cattle-business-application,[(1, 0.78788287821308534), (8, 0.081298219374549285), (15, 0.040543083474336022)]
/government/publications/exempt-markets-for-cattle-approved-premises,[(6, 0.74732092617351975), (8, 0.13690738627275981), (3, 0.040216188441790146)]
/government/publications/seed-crop-inspection-reports,[(13, 0.54924525261481261), (5, 0.43275474728558094)]
/government/publications/pet-travel-declaration-for-more-than-5-pets-moving-for-a-competition-or-show,[(8, 0.93247098701793596), (18, 0.036494530194462582)]
/government/news/tb-advice-for-farmers-in-badger-cull-areas,[(6, 0.71989557745285482), (10, 0.099235368853907741), (13, 0.067781028451149958)]
