/government/publications/seeds-for-export-application-for-sampling-and-testing,[(5, 0.54939521564673788), (0, 0.3315618953145798), (6, 0.050469145798440411)]
/government/publications/seed-test-reports,[(5, 0.86845499538101723), (8, 0.0348167671907708), (13, 0.030757829932915794)]
/government/publications/seed-certification-label-order-forms,[(5, 0.91904906244160656), (3, 0.06258359049460363)]
/guidance/travelling-circus-with-wild-animals-get-a-licence,[(16, 0.80294189879706834), (8, 0.081421851933305187), (3, 0.0569111386823185)]
/government/publications/seed-not-certified-application-to-export,[(5, 0.95476190411079342)]
/government/publications/animal-gathering-licence-application,[(8, 0.96929865338147758), (5, 0.016638846532596261)]
/government/publications/cross-compliance-guidance-for-2015,[(16, 0.61126641153484484), (15, 0.11679993087699572), (10, 0.11234900305151518)]
/government/news/low-severity-avian-flu-confirmed-in-hampshire,[(19, 0.72688783407891622), (18, 0.11540330957828913), (8, 0.050705485018773651)]
/government/news/apha-awards-contracts-for-tb-testing-and-other-veterinary-services-in-wales,[(11, 0.74645892470112296), (8, 0.10065460354692753), (3, 0.083431151414510324)]
/government/news/apha-awards-contracts-for-tb-testing-and-other-veterinary-services-in-england,[(11, 0.47822295558495642), (3, 0.40712383432822929), (8, 0.061992444459404598)]
/government/publications/zoo-inspections,[(4, 0.70357384881407481), (7, 0.093385985598903168), (19, 0.072555268894460317)]
/government/news/first-finding-of-disease-caused-by-avian-reovirus-in-a-wild-bird-in-gb,[(19, 0.66015248781744162), (6, 0.2674477319807117), (8, 0.031767126845548492)]
/guidance/using-animal-by-products-to-make-pet-food,[(17, 0.81061382466101972), (8, 0.12161008797937892), (2, 0.016611064548417879)]
/government/news/apha-at-rhs-chelsea-flower-show-2015,[(6, 0.9606874601359634), (17, 0.031506773043767762)]
/government/publications/application-for-an-export-licence-for-ponies-including-horses-of-147-cms-14-2-hands-or-less,[(16, 0.78588027644108915), (8, 0.11535902678549124), (18, 0.07134134183549036)]
/guidance/bovine-tb-badger-vaccination-training,[(15, 0.48697678566187746), (16, 0.43266464493464907), (8, 0.044407699201264854)]
/guidance/bovine-tb,[(9, 0.65005554477982663), (8, 0.16589899590049231), (13, 0.060944730785214243)]
/government/news/apha-publishes-information-on-new-arrangements-for-veterinary-services,[(3, 0.64347128031008449), (11, 0.14064310652047371), (8, 0.078159719290943147)]
/government/news/members-of-new-animal-disease-surveillance-governance-board-announced,[(2, 0.85512551438418372), (11, 0.044292562112252722), (6, 0.036155935412903469)]
/government/publications/endangered-species-application-for-travelling-exhibition-certificate,[(13, 0.53254971469881196), (3, 0.43932528513965363)]
/government/statistics/national-feed-audit-summary-statistics,[(16, 0.7225141584421132), (6, 0.12862293147263681), (8, 0.093425192379832808)]
/government/publications/highly-pathogenic-avian-influenza-north-america-africa-and-europe,[(5, 0.89276331440374035), (1, 0.078204427403866447)]
/government/publications/live-animals-not-pet-dogs-cats-ferrets-application-for-import-licence,[(1, 0.76392758183580278), (5, 0.10885315132284677), (14, 0.035242354747760551)]
/government/news/british-horticulture-praised-by-environment-secretary,[(10, 0.59224120639820976), (6, 0.2345009657675079), (17, 0.08810435273183112)]
/guidance/cross-compliance-inspections,[(16, 0.53125940692937157), (15, 0.20307771726624205), (10, 0.10558659590444139)]
/government/news/gold-at-rhs-chelsea-flower-show-for-the-apha-garden,[(6, 0.98029668912220602)]
/government/publications/plant-imports-additional-declarations-for-phytosanitary-certificates,[(10, 0.75319551102966242), (8, 0.1524018119855102), (13, 0.036409174822661566)]
/government/publications/plant-species-by-import-category,[(19, 0.82373515228034111), (8, 0.096503282972799004), (9, 0.062761564687636412)]
/government/publications/plant-imports-external-temporary-storage-facilities-etsf,[(15, 0.57157074239019001), (8, 0.18522789747655269), (5, 0.12217464272303546)]
/government/publications/animal-breeds-at-risk-registration,[(11, 0.66749678837573256), (4, 0.1642857178372556), (8, 0.15087055497273338)]
/government/publications/disease-surveillance-reports-2014,[(6, 0.98492063489544546)]
/government/publications/pig-disease-surveillance-reports-2014,[(6, 0.96168736450157855), (15, 0.020665576277062826)]
/government/publications/avian-disease-surveillance-reports-2014,[(6, 0.96199999984581919)]
/government/publications/cattle-disease-surveillance-reports-2014,[(6, 0.9683333332569446)]
/government/publications/small-ruminant-disease-surveillance-reports-2014,[(6, 0.96935483849892401)]
/government/publications/exotic-and-farmed-species-disease-surveillance-reports-2014,[(6, 0.97285714279401303)]
/government/publications/tuberculosis-in-goats,[(8, 0.97978723403371515)]
/government/news/professor-dirk-pfeiffer-joins-apha,[(0, 0.55185533062177883), (2, 0.30979591483106034), (8, 0.062790965273203339)]
/government/organisations/animal-and-plant-health-agency/about/equality-and-diversity,[(13, 0.74791616143391526), (8, 0.20922669561637131)]
/government/publications/2010-to-2015-government-policy-animal-and-plant-health,[(15, 0.66506797702402287), (8, 0.21479233181389695), (5, 0.093577190885988537)]
/government/publications/wildlife-disease-surveillance-reports-2014,[(6, 0.91573823200617654), (16, 0.037594090038029014), (3, 0.024643868501682278)]
/government/publications/seed-imports-over-2kg-from-third-countries,[(6, 0.76494857894495816), (8, 0.15588475407660907), (18, 0.043749999967430259)]
/government/publications/endangered-species-application-for-commercial-use,[(13, 0.53329636223340438), (18, 0.29750446949312692), (5, 0.088250455478171147)]
/government/publications/endangered-species-application-for-import-and-export-permit,[(13, 0.96607142833572557)]
/government/publications/animal-and-plant-health-agency-annual-report-and-accounts-2014-to-2015,[(8, 0.73391034715095482), (5, 0.2388169254908675)]
/government/publications/protecting-cattle-against-tb-infection-in-high-incidence-areas,[(3, 0.72175123281163256), (8, 0.17223460165623897), (6, 0.056429841767191367)]
/government/publications/protecting-cattle-against-tb-infection-in-low-incidence-areas,[(6, 0.55445615315743568), (3, 0.17144511397583509), (13, 0.079104165098774978)]
/government/publications/licensed-testing-station-application,[(4, 0.50608644835950267), (5, 0.40759978235162747), (18, 0.046785982478105829)]
/government/publications/ahvla-veterinary-and-technical-strategy,[(3, 0.64464507268308902), (8, 0.19846919487684136), (17, 0.11218398843766413)]
/government/publications/apha-livestock-keeper-satisfaction-and-communication-survey-2015,[(8, 0.76845491220357842), (12, 0.14022931372936978), (17, 0.040144321176537094)]
/government/publications/highly-pathogenic-avian-influenza-h7n7-in-poultry-in-germany,[(8, 0.73396941127377491), (5, 0.21651908642452303), (4, 0.03510472262520551)]
/guidance/exporting-grain-to-non-eu-countries,[(13, 0.95657640011217204), (7, 0.01371869068151536)]
/guidance/issuing-plant-passports-to-trade-plants-in-the-eu,[(9, 0.7736518636080294), (16, 0.10137378153298771), (14, 0.027399501469213314)]
/government/publications/parasitology-literature-review-and-horizon-scanning,[(10, 0.74988697379779901), (8, 0.21677969274616851)]
/government/publications/welfare-of-animals-transport-order-2006-application-for-inspection,[(10, 0.599114923708428), (8, 0.27575336378756915), (1, 0.091131712423904832)]
/government/publications/holding-a-slaughter-gathering-for-the-sale-of-tb-restricted-cattle,[(5, 0.83711485309187361), (8, 0.11497146128070085), (10, 0.027181978211038724)]
/government/news/twyford-seed-supplier-herbiseed-ltd-guilty-of-phytosanitary-certificate-fraud,[(7, 0.86101709799701376), (6, 0.066380226733486578), (13, 0.029963422382751018)]
/government/statistics/consultation-on-changes-to-statistics-on-tb-in-cattle,[(16, 0.6865933602576576), (10, 0.28047592064225835), (17, 0.020051931129447888)]
/government/publications/non-statutory-zoonoses-disease-surveillance-reports-2014,[(6, 0.72368284914234327), (14, 0.13750903731058911), (16, 0.071684140341008673)]
/guidance/handling-and-disposing-of-international-catering-waste,[(6, 0.78904055218916647), (8, 0.1281878254406385), (18, 0.048267342802952147)]
/government/publications/seed-lot-entry-forms,[(6, 0.49186175976896224), (5, 0.39506872580034152), (17, 0.084092580435096806)]
/government/publications/seed-certification-bulking-of-crops,[(5, 0.57324796064046735), (13, 0.32748531121088537), (17, 0.082600061433964381)]
/government/publications/seed-crop-entry,[(5, 0.92667535779353749), (16, 0.038913984010681454), (17, 0.01923208673878669)]
/government/collections/guidance-for-keepers-of-sheep-goats-and-pigs,[(9, 0.6136284101133691), (11, 0.1249375078178626), (8, 0.11057319887971838)]
/government/publications/lumpy-skin-disease-in-greece,[(10, 0.83273687685108411), (5, 0.15119169452868336)]
/guidance/bovine-tb-getting-your-cattle-tested-in-england,[(13, 0.7049451481819512), (0, 0.10985186901418531), (8, 0.071931557394136911)]
/government/publications/request-sampling-and-testing-of-a-seed-lot,[(5, 0.56454493607783263), (13, 0.31026903698104069), (17, 0.10586784501492313)]
/guidance/eggs-trade-regulations,[(1, 0.67561131932199681), (3, 0.074102323021822292), (18, 0.06132013742567996)]
/government/publications/bovine-tuberculosis-tb-in-domestic-pets,[(5, 0.63011396545035248), (6, 0.10703224565984412), (11, 0.076142779749301739)]
/guidance/local-authorities-regulation-of-zoos-and-circuses,[(5, 0.42382706445960766), (19, 0.24749889838217928), (7, 0.14733217614367761)]
/government/publications/adjacent-holding-licence-application-wales,[(3, 0.71349084393516071), (5, 0.12009088078114306), (8, 0.081822017148453746)]
/government/publications/animal-pathogens-guidance-on-controls,[(16, 0.9498647841318002), (1, 0.020704509314077857), (13, 0.01137209873638366)]
/guidance/keeping-zoo-animals,[(7, 0.87981273063672449), (8, 0.051683499536945773), (1, 0.013126128614737276)]
/guidance/poultry-registration,[(15, 0.60699745827319951), (8, 0.23004261890091801), (9, 0.10868900679971151)]
/government/publications/application-for-an-export-licence-for-horses-over-147-cm-14-2-hands-in-height-including-foals-at-the-foot-of-dams,[(18, 0.58726190383666976), (16, 0.3016168312426602), (8, 0.093774326090816804)]
/government/publications/interim-land-association-management-application,[(17, 0.76504092889362107), (8, 0.077413948717490882), (1, 0.065531129852566317)]
/guidance/disease-prevention-for-livestock-farmers,[(6, 0.83341469183530592), (8, 0.066181044313012888), (2, 0.027117485485390263)]
/government/publications/avian-quarantine-facilities-approved-premises,[(5, 0.66894511748157404), (8, 0.10944201957435468), (12, 0.053902442807354803)]
/government/publications/poultry-health-scheme-list-of-members,[(14, 0.82415966923918582), (8, 0.15334033059625993)]
/guidance/get-approval-for-method-7-processing-of-animal-by-products,[(12, 0.56496595275846051), (8, 0.297599099824021), (18, 0.082827119455534309)]
/guidance/how-to-operate-an-animal-by-product-abp-processing-facility,[(8, 0.93150589194469779), (9, 0.021504787264833566), (18, 0.019535872380020136)]
/guidance/validate-your-animal-by-product-abp-processing-facility,[(4, 0.74266385838605165), (8, 0.11848028547200634), (18, 0.060215463181644897)]
/government/publications/keeping-wild-birds-register-a-schedule-4-bird-for-commercial-use,[(5, 0.46906554165504111), (13, 0.2923026292793876), (16, 0.097852634336924302)]
/guidance/culling-during-a-disease-outbreak-animals-that-may-be-spared,[(14, 0.50167691430595507), (4, 0.21255963079815543), (8, 0.061392452966554475)]
/guidance/get-a-licence-to-hold-an-animal-gathering,[(8, 0.91593016486321754), (13, 0.027178937264401716), (3, 0.017891526894417462)]
/guidance/bse,[(4, 0.69137098154062093), (8, 0.16894100580020402), (3, 0.051422425090360324)]
/guidance/chronic-wasting-disease,[(3, 0.75389081334814922), (8, 0.18027373772719807), (0, 0.031032871048134774)]
/guidance/paramyxovirus-infection,[(8, 0.93980738949569298), (10, 0.027240520689728168), (3, 0.017281944135079642)]
/guidance/rabies,[(8, 0.5496234178361874), (0, 0.20649932277229749), (16, 0.17311929261297346)]
/guidance/scrapie,[(6, 0.69227650785825845), (8, 0.1898665896943135), (1, 0.043448742535317962)]
/guidance/sheep-scab,[(13, 0.78310908713936778), (8, 0.13356742913560737), (10, 0.043402286966260757)]
/guidance/warble-fly-how-to-spot-and-report-the-disease,[(8, 0.93675917971096856), (10, 0.052775703998355322)]
/government/news/single-helpline-for-farming-advice,[(3, 0.41503355392719093), (17, 0.28330026247061124), (15, 0.17227546858441942)]
/guidance/poultry-health-scheme-how-to-register,[(14, 0.83097183679523745), (8, 0.068698219475093747), (18, 0.044529033142715183)]
/guidance/bringing-non-specified-animal-pathogens-or-carriers-into-the-uk,[(3, 0.77384496163419159), (8, 0.076312743274765546), (9, 0.052632501562032967)]
/government/publications/biodiesel-production-approval-application,[(8, 0.97840909090204742)]
/government/publications/handling-and-storage-plants-for-animal-by-products-application,[(8, 0.52762949697300798), (17, 0.35666662080133804), (18, 0.09681499328711296)]
/government/publications/incineration-of-animal-by-products-approval-application,[(8, 0.62208397842587004), (17, 0.18552627010470379), (18, 0.17002133038970016)]
/government/publications/keeping-a-wild-disabled-bird-licence-application,[(13, 0.31447195052669152), (10, 0.20748122322908646), (16, 0.17525773874886835)]
/government/publications/pet-food-plant-approval-application,[(8, 0.54983106233356394), (17, 0.25157275307451538), (18, 0.15631840368452085)]
/government/publications/pasteurisation-of-animal-by-products-and-catering-waste-approval-application,[(18, 0.66429369445434538), (8, 0.30455876507508661), (12, 0.017213114221795354)]
/government/publications/burning-poultry-manure-at-your-farm-apply-for-approval,[(8, 0.49946814639419485), (10, 0.39039906039562383), (18, 0.074600159101118876)]
/government/publications/zoo-animals-feed-application-to-use-abps,[(8, 0.56245648854538255), (18, 0.41879351143902743)]
/government/publications/bats-submission-for-rabies-screening,[(0, 0.48020831012023774), (8, 0.18117394754273489), (14, 0.16774655742761277)]
/government/publications/endangered-species-declaration-of-a-gift-or-loan,[(13, 0.60082420573009843), (6, 0.36703293659064135)]
/government/publications/application-for-approval-or-re-inspection-as-a-poultry-compartment-free-from-avian-influenza-and-newcastle-disease,[(17, 0.38589017912798063), (6, 0.36387497336880764), (8, 0.09434179503602573)]
/government/news/apha-launches-new-customer-service-standards,[(6, 0.70344497483724078), (17, 0.24459460122839485), (10, 0.028987450884733239)]
/government/publications/defra-approved-disinfectant-application,[(5, 0.71723827988162092), (8, 0.18060148947169041), (3, 0.053160236841338707)]
/government/news/protecting-the-nation-from-animal-diseases-for-150-years,[(16, 0.65119352705801103), (17, 0.11306413182399647), (8, 0.075348229469186401)]
/government/publications/reports-relating-to-recent-cases-of-avian-influenza-bird-flu,[(5, 0.92548829326312798), (17, 0.036588059380566224), (8, 0.024213969911192897)]
/government/publications/animal-health-and-welfare-framework-2015-to-2017,[(3, 0.57787587619294356), (17, 0.20434252447900522), (8, 0.19417048804182241)]
/government/news/apha-data-will-support-state-of-the-art-animal-health-innovation-hub,[(11, 0.90507681964980446), (17, 0.040111467075996277), (8, 0.029654219690009163)]
/government/publications/apha-science-strategy-2015-to-2020,[(6, 0.97361111098824216)]
/government/publications/ahvla-science-strategy-2012-to-2015,[(6, 0.45478546621854626), (7, 0.32674823848105383), (17, 0.13567684867236104)]
/government/organisations/animal-and-plant-health-agency/about/social-media-use,[(8, 0.94106755139422604), (6, 0.036771457487063106), (19, 0.012277270091713968)]
/government/publications/importing-plant-material-record-of-details,[(17, 0.54961943929588586), (19, 0.14660897067522849), (13, 0.13284044986958554)]
/government/publications/post-tb-sale-isolation-unit-application,[(3, 0.85998259344718231), (6, 0.074406453164959696), (19, 0.032539880188211905)]
/government/news/apha-exhibition-stands-at-industry-shows-in-2015,[(6, 0.95805835767107705), (11, 0.014751425065424569), (15, 0.01433139119181462)]
/government/organisations/animal-and-plant-health-agency/about/recruitment,[(1, 0.89464139401582421), (8, 0.055106300677525838), (14, 0.029641504118794616)]
/government/publications/plant-imports-authorised-points-of-entry-to-the-uk,[(16, 0.71513898904689377), (13, 0.14204576591006751), (8, 0.078209741409338215)]
/guidance/register-a-travelling-circus-or-animal-act-to-travel-in-the-eu,[(11, 0.48265331038710918), (1, 0.31734612750247981), (2, 0.074837965518095934)]
/government/statistics/key-historical-changes,[(13, 0.81503448743097717), (1, 0.078939490187071776), (17, 0.041205719736741024)]
/government/statistics/bovine-tb-statistics-outcome-of-user-consultation,[(16, 0.98716216210234919)]
/government/publications/apha-staff-survey-results-2015,[(1, 0.90235983021689359), (8, 0.078491233560886095)]
/guidance/bovine-tb-testing-intervals-2016,[(5, 0.54288600205205506), (1, 0.20276766003559521), (13, 0.10682473555110879)]
/government/consultations/charges-for-statutory-services-provided-by-apha-proposed-changes,[(16, 0.82023799532843655), (6, 0.05252530091730042), (8, 0.045569033281145352)]
/government/publications/ahvla-regulatory-and-compliance-policy,[(13, 0.67842434620469938), (17, 0.067966036196836527), (8, 0.049841791195386995)]
/government/publications/using-animal-by-products-in-compost-or-biogas-approval-application,[(18, 0.516327851146136), (8, 0.46274191628070532)]
/government/collections/guidance-on-importing-and-exporting-live-animals-or-animal-products,[(14, 0.7773382761205947), (8, 0.11006651291929749), (1, 0.074882808764292041)]
/government/publications/badger-vaccine-deployment-project-lesson-learned-report,[(6, 0.97934782604057546)]
/guidance/bee-health,[(12, 0.74515799783926284), (3, 0.071756107507051636), (8, 0.051352226354221445)]
/government/news/bovine-tb-eradication-strategy-delivering-results,[(16, 0.40057170503123063), (10, 0.28117909605795183), (5, 0.098308508735290651)]
/government/news/bovine-tb-biosecurity-plan-and-information-hub-launched,[(12, 0.68893987687954783), (1, 0.063935973990983164), (9, 0.058696208858976681)]
/government/publications/declaration-of-the-disposal-of-catering-waste-from-international-means-of-transport,[(3, 0.50671471897953468), (6, 0.2557709737500457), (8, 0.10378250657426066)]
/government/publications/bovine-tb-surveillance-in-great-britain-2014,[(2, 0.61679419998953855), (8, 0.11363357300963467), (6, 0.070488458229205006)]
/government/publications/bovine-tb-surveillance-in-great-britain,[(12, 0.3849648083908086), (2, 0.32433123755419052), (8, 0.065980988091362908)]
/government/publications/plant-varieties-and-seeds-gazette-2015,[(2, 0.81928308131101457), (8, 0.085383007750724965), (0, 0.049193478379358134)]
/government/publications/animals-germplasm-and-animal-products-to-the-eu-veterinary-health-certification,[(8, 0.32464884212451983), (12, 0.31030907351846948), (1, 0.16791819509148326)]
/government/publications/equidae-to-the-eu-veterinary-health-certification,[(13, 0.45695950806203384), (8, 0.44627406681408904), (5, 0.037679627175610027)]
/government/publications/poultry-to-eu-veterinary-health-certification,[(6, 0.43939100197537656), (8, 0.38659767801166783), (5, 0.05492041232474789)]
/guidance/anthrax-how-to-spot-and-report-the-disease,[(9, 0.78861786479151619), (8, 0.15197369727571111), (10, 0.022715266216639413)]
/government/publications/contingency-plan-template-for-type-2-transporters,[(19, 0.51214807304591892), (8, 0.42471030230799633), (1, 0.023514434871306389)]
/government/publications/animal-transport-contingency-plan-template-for-specific-journey,[(12, 0.48690911165479506), (8, 0.21471454270307547), (13, 0.17289741409441178)]
/government/publications/animal-products-and-pathogens-application-for-import-licence,[(2, 0.3944037570524197), (16, 0.28859524920003404), (1, 0.21793252747329175)]
/government/news/rpa-provides-flood-support-for-farmers-and-continues-to-make-bps-payments,[(15, 0.80331330168657566), (17, 0.049856820288060627), (10, 0.044555560376434294)]
/government/publications/carry-agent-or-portal-carry-agent-for-animal-quarantine-application,[(5, 0.97121212115998068)]
/government/publications/testing-for-tb-in-your-herd,[(11, 0.81555809607590179), (8, 0.1333802347528944), (6, 0.036149388316848323)]
/government/publications/what-happens-if-tb-is-identified-in-your-herd,[(3, 0.38637953507578887), (11, 0.36659568164554118), (13, 0.12285781158798602)]
/government/news/porcine-epidemic-diarrhoea-ped-becomes-notifiable-disease-in-england,[(6, 0.7764000477291072), (8, 0.066998484977450951), (10, 0.035102237580776345)]
/government/news/apha-signs-concordat-on-openness-on-animal-research,[(5, 0.39464026959386744), (3, 0.3472223060736282), (8, 0.13565258777845859)]
/guidance/how-to-deal-with-non-bovine-tb-in-your-animals,[(16, 0.76419541963756099), (8, 0.088915588522523778), (18, 0.061967923735421149)]
/government/publications/apha-disease-surveillance-reports-2015,[(6, 0.98582089550315266)]
/government/publications/low-pathogenic-avian-influenza-h5n1-in-scotland-uk,[(0, 0.51087625455137897), (5, 0.47483803096098476)]
/government/news/scientists-awarded-ebola-medal-for-service-in-west-africa,[(1, 0.87097354785313441), (15, 0.052546945190731158), (6, 0.047098834681151669)]
/government/publications/outbreaks-of-h7n8-avian-influenza-in-poultry-in-the-usa,[(6, 0.56271904268070616), (5, 0.42276482826117362)]
/government/publications/licensed-finishing-units-for-cattle-application,[(14, 0.44767924575580514), (13, 0.26979286059600643), (8, 0.10867914531144007)]
/guidance/moving-prohibited-plants-plant-pests-pathogens-and-soil,[(4, 0.75355345484829694), (9, 0.081435356240063025), (8, 0.044789283719434622)]
/government/publications/foieir-responses-published-by-apha-february-2016,[(16, 0.57221252263730926), (8, 0.3902874773306928)]
/government/publications/restricted-and-processed-animal-proteins-application-to-transport-and-use-in-animal-feed,[(0, 0.59990009786792053), (8, 0.33357670767069864), (5, 0.037212849017093409)]
